,generic_name,lexi_generic_id,split_by_space,,,,,,,catgs
82,GABAPENTIN,1603,GABAPENTIN,,,,,,,1603|3618|3702|3871
89,GABAPENTIN,1603,GABAPENTIN,,,,,,,1603|3618|3702|3871
1474,GABAPENTIN,1603,GABAPENTIN,,,,,,,1603|3618|3702|3871
1283,FUSIDIC ACID,1598,FUSIDIC,ACID,,,,,,
1453,FUSIDIC ACID,1598,FUSIDIC,ACID,,,,,,
407,FUROSEMIDE,1597,FUROSEMIDE,,,,,,,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
684,FUROSEMIDE,1597,FUROSEMIDE,,,,,,,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
937,FUROSEMIDE,1597,FUROSEMIDE,,,,,,,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
345,FOSFOMYCIN,1579,FOSFOMYCIN,,,,,,,1579|3610|3611
1089,FOLLITROPIN BETA,1570,FOLLITROPIN,BETA,,,,,,
1102,FOLLITROPIN BETA,1570,FOLLITROPIN,BETA,,,,,,
1461,FOLLITROPIN BETA,1570,FOLLITROPIN,BETA,,,,,,
44,FOLLITROPIN ALFA,1568,FOLLITROPIN,ALFA,,,,,,
61,FOLLITROPIN ALFA,1568,FOLLITROPIN,ALFA,,,,,,
62,FOLLITROPIN ALFA,1568,FOLLITROPIN,ALFA,,,,,,
98,FOLLITROPIN ALFA,1568,FOLLITROPIN,ALFA,,,,,,
139,FOLLITROPIN ALFA,1568,FOLLITROPIN,ALFA,,,,,,
584,FOLIC ACID,1565,FOLIC,ACID,,,,,,1565
611,FOLIC ACID,1565,FOLIC,ACID,,,,,,1565
661,FLUTAMIDE,1553,FLUTAMIDE,,,,,,,3606|3724|3727|3728|3819|3820|3920
1878,FLURAZEPAM,1549,FLURAZEPAM,,,,,,,1549|3607|3655|3702
1050,FLUPHENAZINE,1547,FLUPHENAZINE,,,,,,,1547|3581|3615|3638|3639|3640|3702|3789|3791|3980|3986|3996
549,FLUOXETINE,1543,FLUOXETINE,,,,,,,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
607,FLUOXETINE,1543,FLUOXETINE,,,,,,,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
1835,FLUOXETINE,1543,FLUOXETINE,,,,,,,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
815,FLUOROURACIL,1540,FLUOROURACIL,,,,,,,1540|3577|3633|3777|3849|3875|3929|3996
825,FLUOROURACIL,1540,FLUOROURACIL,,,,,,,1540|3577|3633|3777|3849|3875|3929|3996
1179,FLUOROURACIL,1540,FLUOROURACIL,,,,,,,1540|3577|3633|3777|3849|3875|3929|3996
1571,FLUOROMETHOLONE,1539,FLUOROMETHOLONE,,,,,,,3708|3710
1848,FLUOCINOLONE,1530,FLUOCINOLONE,,,,,,,3708|3710
1282,FLUMAZENIL,1525,FLUMAZENIL,,,,,,,
338,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
411,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
485,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
898,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
946,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
1446,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2090,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2091,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2320,FLUCONAZOLE,1520,FLUCONAZOLE,,,,,,,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
721,FINGOLIMOD,1509,FINGOLIMOD,,,,,,,1509|3674|3819|3820|3823|3824|3877|3996|4038
60,FINASTERIDE,1507,FINASTERIDE,,,,,,,1507|3819|3820
119,FINASTERIDE,1507,FINASTERIDE,,,,,,,1507|3819|3820
1068,FILGRASTIM,1503,FILGRASTIM,,,,,,,1503|3856
1969,FILGRASTIM,1503,FILGRASTIM,,,,,,,1503|3856
1995,FIBRINOLYSIN,1501,FIBRINOLYSIN,,,,,,,
1099,FIBRINOGEN,1500,FIBRINOGEN,,,,,,,
1880,FERROUS SULFATE,1489,FERROUS,SULFATE,,,,,,3900|3983
738,FERRIC CARBOXYMALTOSE,1476,FERRIC,CARBOXYMALTOSE,,,,,,3900
1530,FENTANYL,1473,FENTANYL,,,,,,,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
1643,FENTANYL,1473,FENTANYL,,,,,,,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
2070,FENTANYL,1473,FENTANYL,,,,,,,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
605,FENOFIBRATE,1468,FENOFIBRATE,,,,,,,1468|3777|3848
1023,FENOFIBRATE,1468,FENOFIBRATE,,,,,,,1468|3777|3848
966,FEBUXOSTAT,1461,FEBUXOSTAT,,,,,,,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
1276,FEBUXOSTAT,1461,FEBUXOSTAT,,,,,,,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
0,FAVIPIRAVIR,1460,FAVIPIRAVIR,,,,,,,1460|3645|3764|3767
143,FAMOTIDINE,1457,FAMOTIDINE,,,,,,,1457|3863|3958
333,FAMOTIDINE,1457,FAMOTIDINE,,,,,,,1457|3863|3958
418,FAMOTIDINE,1457,FAMOTIDINE,,,,,,,1457|3863|3958
1975,FAMOTIDINE,1457,FAMOTIDINE,,,,,,,1457|3863|3958
2342,FACTOR XIII,1454,FACTOR,XIII,,,,,,1454
2023,FACTOR VIIA,1452,FACTOR,VIIA,,,,,,1452
2024,FACTOR VIIA,1452,FACTOR,VIIA,,,,,,1452
1074,FACTOR IX,1446,FACTOR,IX,,,,,,
2221,FACTOR IX,1446,FACTOR,IX,,,,,,
633,EZETIMIBE,1442,EZETIMIBE,,,,,,,1442|3949|3950
2294,EZETIMIBE,1442,EZETIMIBE,,,,,,,1442|3949|3950
2296,EZETIMIBE,1442,EZETIMIBE,,,,,,,1442|3949|3950
2298,EZETIMIBE,1442,EZETIMIBE,,,,,,,1442|3949|3950
2300,EZETIMIBE,1442,EZETIMIBE,,,,,,,1442|3949|3950
1290,EXEMESTANE,1440,EXEMESTANE,,,,,,,1440|3646|3816|3817|3820
1137,EVOLOCUMAB,1439,EVOLOCUMAB,,,,,,,1439|3847|3924
706,EVEROLIMUS,1436,EVEROLIMUS,,,,,,,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
715,EVEROLIMUS,1436,EVEROLIMUS,,,,,,,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
1653,EVEROLIMUS,1436,EVEROLIMUS,,,,,,,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
1752,EVEROLIMUS,1436,EVEROLIMUS,,,,,,,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
243,ETOPOSIDE,1431,ETOPOSIDE,,,,,,,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
2112,ETOPOSIDE,1431,ETOPOSIDE,,,,,,,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
2118,ETOPOSIDE,1431,ETOPOSIDE,,,,,,,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
1888,ETOMIDATE,1429,ETOMIDATE,,,,,,,3987
1331,ETHOSUXIMIDE,1417,ETHOSUXIMIDE,,,,,,,1417|3618|3702|3819|3820|3871
2250,ETHOSUXIMIDE,1417,ETHOSUXIMIDE,,,,,,,1417|3618|3702|3819|3820|3871
786,ETHIODIZED OIL,1415,ETHIODIZED,OIL,,,,,,3898
80,ETHINYL ESTRADIOL,1402,ETHINYL,ESTRADIOL,,,,,,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
97,ETHINYL ESTRADIOL,1402,ETHINYL,ESTRADIOL,,,,,,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
630,ETHANOL,1401,ETHANOL,,,,,,,
657,ETHANOL,1401,ETHANOL,,,,,,,
1157,ETHANOL,1401,ETHANOL,,,,,,,
1230,ETHANOL,1401,ETHANOL,,,,,,,
1523,ETANERCEPT,1396,ETANERCEPT,,,,,,,1396|3644|3669|3847|3866|3877
1570,ETANERCEPT,1396,ETANERCEPT,,,,,,,1396|3644|3669|3847|3866|3877
31,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
123,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
747,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
869,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1003,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1944,ESOMEPRAZOLE,1364,ESOMEPRAZOLE,,,,,,,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
42,ESCITALOPRAM,1360,ESCITALOPRAM,,,,,,,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
726,ESCITALOPRAM,1360,ESCITALOPRAM,,,,,,,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
2018,ESCITALOPRAM,1360,ESCITALOPRAM,,,,,,,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
1031,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
1566,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
1640,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
1666,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
1950,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
1956,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
2055,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
2184,ERYTHROMYCIN,1355,ERYTHROMYCIN,,,,,,,1355|3612
181,ERLOTINIB,1350,ERLOTINIB,,,,,,,1350|3724|3725|3728|3808|3811|3816|3817|3818
793,ERLOTINIB,1350,ERLOTINIB,,,,,,,1350|3724|3725|3728|3808|3811|3816|3817|3818
1125,EPTIFIBATIDE,1337,EPTIFIBATIDE,,,,,,,3579
1196,EPTIFIBATIDE,1337,EPTIFIBATIDE,,,,,,,3579
1120,EPROSARTAN,1335,EPROSARTAN,,,,,,,3600|3631|3672
1077,EPOETIN,1330,EPOETIN,,,,,,,3842
1098,EPOETIN,1330,EPOETIN,,,,,,,3842
1509,EPOETIN,1330,EPOETIN,,,,,,,3842
1518,EPOETIN,1330,EPOETIN,,,,,,,3842
1627,EPOETIN,1330,EPOETIN,,,,,,,3842
1642,EPOETIN,1330,EPOETIN,,,,,,,3842
2067,EPOETIN,1330,EPOETIN,,,,,,,3842
2201,EPOETIN,1330,EPOETIN,,,,,,,3842
2309,EPOETIN,1330,EPOETIN,,,,,,,3842
110,EPLERENONE,1329,EPLERENONE,,,,,,,1329|3631|3672|3816|3818|3819|3832|3871|3985
157,EPLERENONE,1329,EPLERENONE,,,,,,,1329|3631|3672|3816|3818|3819|3832|3871|3985
1305,EPINEPHRINE,1323,EPINEPHRINE,,,,,,,1323|3583|3584|3707|4042
1677,EPINEPHRINE,1323,EPINEPHRINE,,,,,,,1323|3583|3584|3707|4042
1838,EPINEPHRINE,1323,EPINEPHRINE,,,,,,,1323|3583|3584|3707|4042
2226,EPINEPHRINE,1323,EPINEPHRINE,,,,,,,1323|3583|3584|3707|4042
2139,ENTECAVIR,1314,ENTECAVIR,,,,,,,3577|3642|3918|4015
2140,ENTECAVIR,1314,ENTECAVIR,,,,,,,3577|3642|3918|4015
1954,ENTACAPONE,1313,ENTACAPONE,,,,,,,1313|3702|3706
1965,ENTACAPONE,1313,ENTACAPONE,,,,,,,1313|3702|3706
1978,ENTACAPONE,1313,ENTACAPONE,,,,,,,1313|3702|3706
77,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
113,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
126,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
132,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
148,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
154,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
443,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
471,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
744,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
749,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
754,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
758,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
1722,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
1725,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
1744,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
2242,EMPAGLIFLOZIN,1292,EMPAGLIFLOZIN,,,,,,,1292|3580|3619|3653|3940|3950|3951|3976|3977|4035|4062|4069|4072|4078
2266,ELOSULFASE ALFA,1280,ELOSULFASE,ALFA,,,,,,
2198,EDETATE CALCIUM DISODIUM,1261,EDETATE,CALCIUM,DISODIUM,,,,,1261|3929
1081,EDARAVONE,1260,EDARAVONE,,,,,,,
33,DYDROGESTERONE,1249,DYDROGESTERONE,,,,,,,1249|3757|3760|3761|3819|3820|3867|3989
1061,DUTASTERIDE,1244,DUTASTERIDE,,,,,,,1244|3819|3820
1128,DUTASTERIDE,1244,DUTASTERIDE,,,,,,,1244|3819|3820
141,DULOXETINE,1241,DULOXETINE,,,,,,,1241|3579|3724|3725|3726|3785|3786|3789|3790|3791|3871|4024|4032
150,DULOXETINE,1241,DULOXETINE,,,,,,,1241|3579|3724|3725|3726|3785|3786|3789|3790|3791|3871|4024|4032
184,DULOXETINE,1241,DULOXETINE,,,,,,,1241|3579|3724|3725|3726|3785|3786|3789|3790|3791|3871|4024|4032
79,DROSPIRENONE,1236,DROSPIRENONE,,,,,,,1236|3816|3817|3818|3819|3820|3821|3834|3865|3867|3989|3990
96,DROSPIRENONE,1236,DROSPIRENONE,,,,,,,1236|3816|3817|3818|3819|3820|3821|3834|3865|3867|3989|3990
563,DOXYCYCLINE,1227,DOXYCYCLINE,,,,,,,1227|3610|3980|4046
844,DOXYCYCLINE,1227,DOXYCYCLINE,,,,,,,1227|3610|3980|4046
860,DOXEPIN,1220,DOXEPIN,,,,,,,1220|3581|3615|3702|3716|3724|3727|3728|3757|3760|3761|3789|3791|3819|3820|3833|3836|3997|3998|4024|4054|4056
867,DOXEPIN,1220,DOXEPIN,,,,,,,1220|3581|3615|3702|3716|3724|3727|3728|3757|3760|3761|3789|3791|3819|3820|3833|3836|3997|3998|4024|4054|4056
2258,DOXEPIN,1220,DOXEPIN,,,,,,,1220|3581|3615|3702|3716|3724|3727|3728|3757|3760|3761|3789|3791|3819|3820|3833|3836|3997|3998|4024|4054|4056
905,DORZOLAMIDE,1214,DORZOLAMIDE,,,,,,,3689|3781|3782|3819|3820
1165,DORZOLAMIDE,1214,DORZOLAMIDE,,,,,,,3689|3781|3782|3819|3820
85,DOMPERIDONE,1206,DOMPERIDONE,,,,,,,1206|3654|3724|3727|3728|3743|3746|3747|3771|3772|3789|3791|3816|3818|3819|3853|3997|4004|4008
795,DOMPERIDONE,1206,DOMPERIDONE,,,,,,,1206|3654|3724|3727|3728|3743|3746|3747|3771|3772|3789|3791|3816|3818|3819|3853|3997|4004|4008
2164,DOMPERIDONE,1206,DOMPERIDONE,,,,,,,1206|3654|3724|3727|3728|3743|3746|3747|3771|3772|3789|3791|3816|3818|3819|3853|3997|4004|4008
802,DOCETAXEL,1198,DOCETAXEL,,,,,,,1198|3633|3816|3818|3819|3875|3929|3950|3951|3976|3977|4043
808,DOCETAXEL,1198,DOCETAXEL,,,,,,,1198|3633|3816|3818|3819|3875|3929|3950|3951|3976|3977|4043
1582,DOCETAXEL,1198,DOCETAXEL,,,,,,,1198|3633|3816|3818|3819|3875|3929|3950|3951|3976|3977|4043
1592,DOBUTAMINE,1197,DOBUTAMINE,,,,,,,1197|3707|4042
2171,DISULFIRAM,1195,DISULFIRAM,,,,,,,1195|3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3789|3791|3795|3797|3799|3802|3803|3819|3820
2097,DISOPYRAMIDE,1193,DISOPYRAMIDE,,,,,,,1193|3580|3615|3816|3817|3818|3870|3994|4000|4004
1024,DIPYRIDAMOLE,1190,DIPYRIDAMOLE,,,,,,,1190|3579|3887
1032,DIPYRIDAMOLE,1190,DIPYRIDAMOLE,,,,,,,1190|3579|3887
1547,DIPYRIDAMOLE,1190,DIPYRIDAMOLE,,,,,,,1190|3579|3887
442,DIPHENOXYLATE,1180,DIPHENOXYLATE,,,,,,,1180|3702|3986
117,DIPHENHYDRAMINE,1171,DIPHENHYDRAMINE,,,,,,,1171|3615|3630|3702|3724|3727|3728|3757|3760|3761|3781|3782|3788|3789|3791|3986
431,DIPHENHYDRAMINE,1171,DIPHENHYDRAMINE,,,,,,,1171|3615|3630|3702|3724|3727|3728|3757|3760|3761|3781|3782|3788|3789|3791|3986
440,DIPHENHYDRAMINE,1171,DIPHENHYDRAMINE,,,,,,,1171|3615|3630|3702|3724|3727|3728|3757|3760|3761|3781|3782|3788|3789|3791|3986
710,DIPHENHYDRAMINE,1171,DIPHENHYDRAMINE,,,,,,,1171|3615|3630|3702|3724|3727|3728|3757|3760|3761|3781|3782|3788|3789|3791|3986
968,DIPHENHYDRAMINE,1171,DIPHENHYDRAMINE,,,,,,,1171|3615|3630|3702|3724|3727|3728|3757|3760|3761|3781|3782|3788|3789|3791|3986
2173,DIMETHYL SULFOXIDE,1163,DIMETHYL,SULFOXIDE,,,,,,1163
700,DIMETHYL FUMARATE,1162,DIMETHYL,FUMARATE,,,,,,1162
792,DIMETHYL FUMARATE,1162,DIMETHYL,FUMARATE,,,,,,1162
1093,DIMETHICONE,1157,DIMETHICONE,,,,,,,1157
656,DIMERCAPROL,1156,DIMERCAPROL,,,,,,,1156
606,DIMENHYDRINATE,1155,DIMENHYDRINATE,,,,,,,3615|3630|3702
468,DIGOXIN,1141,DIGOXIN,,,,,,,1141|3674|3690|3819|3820|3973|3974|3975|3986|3987
1152,DIGOXIN,1141,DIGOXIN,,,,,,,1141|3674|3690|3819|3820|3973|3974|3975|3986|3987
1308,DIGOXIN,1141,DIGOXIN,,,,,,,1141|3674|3690|3819|3820|3973|3974|3975|3986|3987
72,DIENOGEST,1126,DIENOGEST,,,,,,,3816|3817|3818|3821|3865|3867|3989|3990
1730,DIENOGEST,1126,DIENOGEST,,,,,,,3816|3817|3818|3821|3865|3867|3989|3990
1938,DIAZOXIDE,1110,DIAZOXIDE,,,,,,,1110|3867
940,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
950,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
953,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
954,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
1048,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
2278,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
2282,DIAZEPAM,1109,DIAZEPAM,,,,,,,1109|3607|3655|3702|3724|3727|3728|3743|3746|3747|3757|3758|3759|3781|3782|3816|3817|3818|3986|3987
537,DEXTROSE,1099,DEXTROSE,,,,,,,
544,DEXTROSE,1099,DEXTROSE,,,,,,,
546,DEXTROSE,1099,DEXTROSE,,,,,,,
625,DEXTROSE,1099,DEXTROSE,,,,,,,
665,DEXTROSE,1099,DEXTROSE,,,,,,,
859,DEXTROSE,1099,DEXTROSE,,,,,,,
1317,DEXTROSE,1099,DEXTROSE,,,,,,,
1635,DEXTROSE,1099,DEXTROSE,,,,,,,
1712,DEXTROSE,1099,DEXTROSE,,,,,,,
1881,DEXTROSE,1099,DEXTROSE,,,,,,,
2030,DEXTROSE,1099,DEXTROSE,,,,,,,
2036,DEXTROSE,1099,DEXTROSE,,,,,,,
2100,DEXTROSE,1099,DEXTROSE,,,,,,,
2197,DEXTROSE,1099,DEXTROSE,,,,,,,
2205,DEXTROSE,1099,DEXTROSE,,,,,,,
283,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
511,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
964,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
1393,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
1708,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
2084,DEXTROMETHORPHAN,1087,DEXTROMETHORPHAN,,,,,,,1087|3743|3746|3747|3757|3760|3761|3781|3782|3789|3790|3799|3802|3803|3819|3820|3933|3986
21,DEXPANTHENOL,1080,DEXPANTHENOL,,,,,,,
412,DEXPANTHENOL,1080,DEXPANTHENOL,,,,,,,
1429,DEXMEDETOMIDINE,1078,DEXMEDETOMIDINE,,,,,,,3590|3672|3674|3734|3737|3738|3868|3872
827,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1239,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1255,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1736,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1816,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1913,DEXAMETHASONE,1055,DEXAMETHASONE,,,,,,,1055|3708|3710|3819|3820
1884,DESONIDE,1050,DESONIDE,,,,,,,3708|3714
1892,DESONIDE,1050,DESONIDE,,,,,,,3708|3714
1167,DESMOPRESSIN,1048,DESMOPRESSIN,,,,,,,1048|3871
1169,DESMOPRESSIN,1048,DESMOPRESSIN,,,,,,,1048|3871
1175,DESMOPRESSIN,1048,DESMOPRESSIN,,,,,,,1048|3871
2356,DESMOPRESSIN,1048,DESMOPRESSIN,,,,,,,1048|3871
692,DESLORATADINE,1046,DESLORATADINE,,,,,,,1046|3630|3702|3769|3770|3771|3976|3977
712,DESLORATADINE,1046,DESLORATADINE,,,,,,,1046|3630|3702|3769|3770|3771|3976|3977
1057,DENOSUMAB,1038,DENOSUMAB,,,,,,,1038|3847|3924
1064,DENOSUMAB,1038,DENOSUMAB,,,,,,,1038|3847|3924
1479,DEFERIPRONE,1026,DEFERIPRONE,,,,,,,1026|4067|4072|4074|4078
1970,DEFERIPRONE,1026,DEFERIPRONE,,,,,,,1026|4067|4072|4074|4078
1345,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
1613,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
1634,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
1748,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
1961,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
2066,DEFERASIROX,1025,DEFERASIROX,,,,,,,1025|3720|3721|3764|3765|4059
1243,DAUNORUBICIN,1020,DAUNORUBICIN,,,,,,,3605|3633|3875|3929|3976|3977
1369,DAUNORUBICIN,1020,DAUNORUBICIN,,,,,,,3605|3633|3875|3929|3976|3977
772,DASATINIB,1018,DASATINIB,,,,,,,1018|3816|3817|3818|3868|3876|3929|3997|4004|4006
781,DASATINIB,1018,DASATINIB,,,,,,,1018|3816|3817|3818|3868|3876|3929|3997|4004|4006
813,DASATINIB,1018,DASATINIB,,,,,,,1018|3816|3817|3818|3868|3876|3929|3997|4004|4006
1757,DASATINIB,1018,DASATINIB,,,,,,,1018|3816|3817|3818|3868|3876|3929|3997|4004|4006
