,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
167,5,ACETAMINOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1382,51873,ACETAMINOPHEN / PHENYLEPHRINE / CHLORPHENIRAMINE TABLET ORAL 325 mg/5 mg/2 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1800,13708,"ACETAMINOPHEN CAPSULE, GELATIN COATED ORAL 325 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1661,12928,"ACETAMINOPHEN TABLET, EFFERVESCENT ORAL 500 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1357,14254,"ACETAMINOPHEN INJECTION, SOLUTION INTRAVENOUS 10 mg/1mL 100 mL",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
518,51915,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 60 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
439,21832,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 60 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
106,18420,"ACETAMINOPHEN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mL",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
241,2012,ACETAMINOPHEN TABLET ORAL 500 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
890,13706,"ACETAMINOPHEN CAPSULE, GELATIN COATED ORAL 500 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1873,52312,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/10 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1770,52500,"ACETAMINOPHEN / CODEINE PHOSPHATE CAPSULE, LIQUID FILLED ORAL 300 mg/20 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
365,8,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
713,21791,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 120 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
212,1,ACETAMINOPHEN / CAFFEINE / Aspirin TABLET ORAL 162.5 mg/32.5 mg/325 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
236,2243,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
599,7,ACETAMINOPHEN TABLET ORAL 325 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
971,50378,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
584,9203,MEMANTINE HYDROCHLORIDE TABLET ORAL 5 mg,MEMANTINE HYDROCHLORIDE,2199,Memantine,Memantine,2199|3918|3933|3958
1188,51380,"MEMANTINE HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 14 mg",MEMANTINE HYDROCHLORIDE,2199,Memantine,Memantine,2199|3918|3933|3958
1211,51644,"MEMANTINE HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 21 mg",MEMANTINE HYDROCHLORIDE,2199,Memantine,Memantine,2199|3918|3933|3958
1014,5917,MEMANTINE HYDROCHLORIDE TABLET ORAL 10 mg,MEMANTINE HYDROCHLORIDE,2199,Memantine,Memantine,2199|3918|3933|3958
1241,2153,"MELPHALAN INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",MELPHALAN,2197,Melphalan,Melphalan,2197|3633|3875|3929
1257,803,MELPHALAN TABLET ORAL 2 mg,MELPHALAN,2197,Melphalan,Melphalan,2197|3633|3875|3929
888,7061,MELOXICAM TABLET ORAL 15 mg,MELOXICAM,2196,Meloxicam,Meloxicam,2196|3579|3779|3780|3781|3819|3820|3837|3934|3936|3980
532,5452,MELOXICAM TABLET ORAL 7.5 mg,MELOXICAM,2196,Meloxicam,Meloxicam,2196|3579|3779|3780|3781|3819|3820|3837|3934|3936|3980
227,800,MEGESTROL ACETATE TABLET ORAL 40 mg,MEGESTROL ACETATE,2192,Megestrol,Megestrol,2192|3606|3867|3989
2243,2442,MEGESTROL ACETATE SUSPENSION ORAL 40 mg/1mL 240 mL,MEGESTROL ACETATE,2192,Megestrol,Megestrol,2192|3606|3867|3989
1915,1582,MEGESTROL ACETATE TABLET ORAL 20 mg,MEGESTROL ACETATE,2192,Megestrol,Megestrol,2192|3606|3867|3989
2239,52307,MEGESTROL ACETATE SUSPENSION ORAL 40 mg/1mL 20 mL,MEGESTROL ACETATE,2192,Megestrol,Megestrol,2192|3606|3867|3989
512,794,MEFENAMIC ACID CAPSULE ORAL 250 mg,MEFENAMIC ACID,2190,Mefenamic Acid,Mefenamic Acid,2190|3579|3781|3782|3837|3934|3936|3980|4071
185,792,MEDROXYPROGESTERONE ACETATE TABLET ORAL 5 mg,MEDROXYPROGESTERONE ACETATE,2189,MedroxyPROGESTERone,MedroxyPROGESTERone,2189|3606|3816|3817|3818|3821|3865|3867|3969|3989|3990
2052,7467,MEDROXYPROGESTERONE ACETATE / ESTRADIOL CYPIONATE INJECTION PARENTERAL 50 mg/10 mg/1 mL 0.5 mL,MEDROXYPROGESTERONE ACETATE,2189,MedroxyPROGESTERone,MedroxyPROGESTERone,2189|3606|3816|3817|3818|3821|3865|3867|3969|3989|3990
2061,791,"MEDROXYPROGESTERONE ACETATE INJECTION, SUSPENSION PARENTERAL 150 mg/1mL 1 mL",MEDROXYPROGESTERONE ACETATE,2189,MedroxyPROGESTERone,MedroxyPROGESTERone,2189|3606|3816|3817|3818|3821|3865|3867|3969|3989|3990
1337,6066,"MEDROXYPROGESTERONE ACETATE INJECTION, SUSPENSION PARENTERAL 150 mg/1mL 3.3 mL",MEDROXYPROGESTERONE ACETATE,2189,MedroxyPROGESTERone,MedroxyPROGESTERone,2189|3606|3816|3817|3818|3821|3865|3867|3969|3989|3990
48,9532,"MEBEVERINE HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 200 mg",MEBEVERINE HYDROCHLORIDE,2181,Mebeverine,Mebeverine,
161,787,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE,2181,Mebeverine,Mebeverine,
1271,786,"MEBENDAZOLE TABLET, CHEWABLE ORAL 100 mg",MEBENDAZOLE,2180,Mebendazole,Mebendazole,2180|3604
1880,784,MAPROTILINE HYDROCHLORIDE TABLET ORAL 75 mg,MAPROTILINE HYDROCHLORIDE,2171,Maprotiline,Maprotiline,2171|3615|3702|3716|3789|3791
1885,783,MAPROTILINE HYDROCHLORIDE TABLET ORAL 25 mg,MAPROTILINE HYDROCHLORIDE,2171,Maprotiline,Maprotiline,2171|3615|3702|3716|3789|3791
1585,782,"MANNITOL INJECTION, SOLUTION INTRAVENOUS 20 % 500 mL",MANNITOL,2169,Mannitol (Systemic),Mannitol (Oral Inhalation) | Mannitol (Systemic) | Mannitol and Sorbitol,2169|3832|3871|3965
1461,3823,MAGNESIUM SULFATE INJECTION PARENTERAL 50 % 10 mL,MAGNESIUM SULFATE,2160,Magnesium Sulfate,Magnesium Sulfate,2160|3902|3915|3983
1801,8269,MAGNESIUM SULFATE INJECTION PARENTERAL 20 % 10 mL,MAGNESIUM SULFATE,2160,Magnesium Sulfate,Magnesium Sulfate,2160|3902|3915|3983
1362,17832,MAGNESIUM SULFATE INJECTION PARENTERAL 20 % 50 mL,MAGNESIUM SULFATE,2160,Magnesium Sulfate,Magnesium Sulfate,2160|3902|3915|3983
1881,22689,MAGNESIUM SULFATE INJECTION PARENTERAL 50 % 50 mL,MAGNESIUM SULFATE,2160,Magnesium Sulfate,Magnesium Sulfate,2160|3902|3915|3983
223,49,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 240 mL,MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
1750,48,"ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE TABLET, CHEWABLE ORAL 200 mg/200 mg",MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
1494,51880,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 10 mL,MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
343,18233,"FAMOTIDINE / CALCIUM CARBONATE / MAGNESIUM HYDROXIDE TABLET, CHEWABLE ORAL 10 mg/800 mg/165 mg",MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
267,777,MAGNESIUM HYDROXIDE SUSPENSION ORAL 8 % 240 mL,MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
244,47,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE SUSPENSION ORAL 225 mg/200 mg/5 mL 240 mL,MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
2295,52385,"ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE POWDER, FOR SUSPENSION ORAL 564 mg/174 mg",MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
209,50,"ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE TABLET, CHEWABLE ORAL 200 mg/200 mg/25 mg",MAGNESIUM HYDROXIDE,2154,Magnesium Hydroxide,Magnesium Hydroxide,2154|3603|3901|3902|3915|3983|4033
1646,795,MAFENIDE ACETATE CREAM TOPICAL 112 mg/1g 30 g,MAFENIDE ACETATE,2141,Mafenide,Mafenide,3610|3614|3920
1545,52255,MACITENTAN TABLET ORAL 10 mg,MACITENTAN,2139,Macitentan,Macitentan,2139|3757|3760|3761|3771|3772|3781|3782|3816|3817|3818|3839
664,775,LYNESTRENOL TABLET ORAL 0.5 mg,LYNESTRENOL,2137,Lynestrenol,Lynestrenol,3816|3817|3818|3821|3865|3867|3989|3990
63,50345,"FOLLITROPIN ALFA / LUTROPIN ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 150 [iU]/75 [iU]",LUTROPIN ALFA,2134,Lutropin Alfa,Lutropin Alfa,
119,456,DIPHENHYDRAMINE / AMMONIUM CHLORIDE SYRUP ORAL 12.5 mg/125 mg/5mL 60 mL,AMMONIUM CHLORIDE,212,Ammonium Chloride,Ammonium Chloride,212|4080
450,51884,DIPHENHYDRAMINE / AMMONIUM CHLORIDE SYRUP ORAL 12.5 mg/125 mg/5mL 120 mL,AMMONIUM CHLORIDE,212,Ammonium Chloride,Ammonium Chloride,212|4080
1015,773,LOVASTATIN TABLET ORAL 20 mg,LOVASTATIN,2119,Lovastatin,Lovastatin,2119|3816|3818|3819|3864|3949|3950
1144,52093,LOTEPREDNOL ETABONATE OINTMENT OPHTHALMIC 0.5 % 3.5 g,LOTEPREDNOL ETABONATE,2117,Loteprednol,Loteprednol,3708|3710
1049,6854,"LOTEPREDNOL ETABONATE SUSPENSION, DROPS OPHTHALMIC 0.5 % 5 mL",LOTEPREDNOL ETABONATE,2117,Loteprednol,Loteprednol,3708|3710
260,1822,LOSARTAN POTASSIUM TABLET ORAL 25 mg,LOSARTAN POTASSIUM,2115,Losartan,Losartan,2115|3600|3631|3672|3779|3780|3781|3819|3820
610,1933,LOSARTAN POTASSIUM TABLET ORAL 50 mg,LOSARTAN POTASSIUM,2115,Losartan,Losartan,2115|3600|3631|3672|3779|3780|3781|3819|3820
543,8256,LOSARTAN POTASSIUM / HYDROCHLOROTHIAZIDE TABLET ORAL 50 mg/12.5 mg,LOSARTAN POTASSIUM,2115,Losartan,Losartan,2115|3600|3631|3672|3779|3780|3781|3819|3820
922,771,LORAZEPAM TABLET ORAL 1 mg,LORAZEPAM,2109,LORazepam,LORazepam,2109|3607|3655|3656|3702|3987
923,772,LORAZEPAM TABLET ORAL 2 mg,LORAZEPAM,2109,LORazepam,LORazepam,2109|3607|3655|3656|3702|3987
2068,1575,LORAZEPAM INJECTION PARENTERAL 2 mg/1mL,LORAZEPAM,2109,LORazepam,LORazepam,2109|3607|3655|3656|3702|3987
246,1574,LORATADINE TABLET ORAL 10 mg,LORATADINE,2107,Loratadine,Loratadine,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1480,20923,"LORATADINE CAPSULE, LIQUID FILLED ORAL 10 mg",LORATADINE,2107,Loratadine,Loratadine,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1699,52298,"LORATADINE TABLET, ORALLY DISINTEGRATING ORAL 10 mg",LORATADINE,2107,Loratadine,Loratadine,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
459,2011,LORATADINE SYRUP ORAL 5 mg/5 mL 60 mL,LORATADINE,2107,Loratadine,Loratadine,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1765,11156,LOPINAVIR / RITONAVIR TABLET ORAL 200 mg/50 mg,LOPINAVIR,2104,Lopinavir,Lopinavir,2104|3642|3651|3812|3814|3816|3817|3818|3867|3884|3947|3986|3993|3995
501,6275,LOPERAMIDE HYDROCHLORIDE SOLUTION ORAL 1 mg/5mL 60 mL,LOPERAMIDE HYDROCHLORIDE,2101,Loperamide,Loperamide,2101|3743|3746|3747|3771|3772|3789|3791|3819|3820|3837|3912|3976|3977|3995
635,1848,LOPERAMIDE HYDROCHLORIDE TABLET ORAL 2 mg,LOPERAMIDE HYDROCHLORIDE,2101,Loperamide,Loperamide,2101|3743|3746|3747|3771|3772|3789|3791|3819|3820|3837|3912|3976|3977|3995
2051,769,LOMUSTINE CAPSULE ORAL 40 mg,LOMUSTINE,2097,Lomustine,Lomustine,2097|3633|3789|3791|3875|3929
179,767,LITHIUM CARBONATE TABLET ORAL 300 mg,LITHIUM CARBONATE,2088,Lithium,APO-Lithium Carbonate (CAN) | DOM-Lithium Carbonate (CAN) | PMS-Lithium Carbonate (CAN),2088|3835|3996|4024|4025
1459,765,LISINOPRIL TABLET ORAL 20 mg,LISINOPRIL,2084,Lisinopril,Lisinopril,2084|3601|3631|3672
2165,764,LISINOPRIL TABLET ORAL 10 mg,LISINOPRIL,2084,Lisinopril,Lisinopril,2084|3601|3631|3672
1728,766,LISINOPRIL TABLET ORAL 5 mg,LISINOPRIL,2084,Lisinopril,Lisinopril,2084|3601|3631|3672
2038,52324,LISDEXAMFETAMINE MESILATE CAPSULE ORAL 50 mg,LISDEXAMFETAMINE MESILATE,2083,Lisdexamfetamine,Lisdexamfetamine,3581|3595|3703|3789|3790|4042
2042,52326,LISDEXAMFETAMINE MESILATE CAPSULE ORAL 70 mg,LISDEXAMFETAMINE MESILATE,2083,Lisdexamfetamine,Lisdexamfetamine,3581|3595|3703|3789|3790|4042
2036,52322,LISDEXAMFETAMINE MESILATE CAPSULE ORAL 30 mg,LISDEXAMFETAMINE MESILATE,2083,Lisdexamfetamine,Lisdexamfetamine,3581|3595|3703|3789|3790|4042
1481,22666,"LIRAGLUTIDE INJECTION, SOLUTION PARENTERAL 6 mg/1mL 3 mL",LIRAGLUTIDE,2082,Liraglutide,Liraglutide,2082|3580|3619|3837|3855
1395,763,LIOTHYRONINE SODIUM TABLET ORAL 25 ug,LIOTHYRONINE SODIUM,2077,Liothyronine,Liothyronine,4053
105,8300,LINEZOLID TABLET ORAL 600 mg,LINEZOLID,2076,Linezolid,Linezolid,2076|3581|3610|3921|3929|3966|4024
827,50114,"LINEZOLID INJECTION, SOLUTION PARENTERAL 2 mg/1mL 300 mL",LINEZOLID,2076,Linezolid,Linezolid,2076|3581|3610|3921|3929|3966|4024
203,21942,LINEZOLID TABLET ORAL 400 mg,LINEZOLID,2076,Linezolid,Linezolid,2076|3581|3610|3921|3929|3966|4024
570,578,LINDANE SHAMPOO TOPICAL 1 % 60 mL,LINDANE,2075,Lindane,Lindane,
1813,577,LINDANE LOTION TOPICAL 1 % 60 mL,LINDANE,2075,Lindane,Lindane,
764,52839,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
453,52239,EMPAGLIFLOZIN / LINAGLIPTIN TABLET ORAL 10 mg/5 mg,LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
483,52111,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 1000 mg/2.5 mg,LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
738,51883,LINAGLIPTIN TABLET ORAL 5 mg,LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
498,52112,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 500 mg/2.5 mg,LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
754,52840,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
768,52841,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
759,52842,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
481,52240,EMPAGLIFLOZIN / LINAGLIPTIN TABLET ORAL 25 mg/5 mg,LINAGLIPTIN,2072,LinaGLIPtin,LinaGLIPtin,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
921,2584,LIDOCAINE SPRAY TOPICAL 10 mg/1{dose} 50 mL,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
1697,51869,LIDOCAINE / PRILOCAINE CREAM TOPICAL 2.5 %/2.5 % 15 g,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
414,9415,LIDOCAINE / PRILOCAINE CREAM TOPICAL 2.5 %/2.5 % 30 g,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
1587,52766,LIDOCAINE HYDROCHLORIDE GEL TOPICAL 2 % 25 g,LIDOCAINE HYDROCHLORIDE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
940,2950,LIDOCAINE SPRAY TOPICAL 10 mg/1{dose} 100 mL,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
2161,52109,LIDOCAINE SPRAY TOPICAL 10 mg/1{dose} 20 mL,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
2112,10726,LIDOCAINE SPRAY TOPICAL 10 mg/1{dose} 65 mL,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
2082,756,LIDOCAINE HYDROCHLORIDE GEL TOPICAL 2 % 15 g,LIDOCAINE HYDROCHLORIDE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
1956,52203,LIDOCAINE / TETRACAINE CREAM TOPICAL 7 %/7 % 15 g,LIDOCAINE,2057,Lidocaine (Topical),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2057|3724|3727|3728|3734|3737|3738|3743|3746|3747|3781|3782|3819|3820|3909|3920
317,753,LIDOCAINE HYDROCHLORIDE INJECTION PARENTERAL 2 % 5 mL,LIDOCAINE HYDROCHLORIDE,2056,Lidocaine (Systemic),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2056|3608|3724|3725|3726|3734|3737|3738|3743|3746|3747|3781|3782|3816|3818|3819|3909|3920
392,762,LIDOCAINE / HYDROCORTISONE ACETATE OINTMENT RECTAL 5 %/0.5 % 15 g,LIDOCAINE,2056,Lidocaine (Systemic),Lidocaine (Ophthalmic) | Lidocaine (Systemic) | Lidocaine (Topical) | Lidocaine Transoral | Lidocaine and Bupivacaine | Lidocaine and Cetylpyridinium | Lidocaine and Chlorhexidine | Lidocaine and Epinephrine | Lidocaine and Fluorescein | Lidocaine and Hydrocortisone | Lidocaine and Menthol | Lidocaine and Phenylephrine | Lidocaine and Prilocaine | Lidocaine and Tetracaine,2056|3608|3724|3725|3726|3734|3737|3738|3743|3746|3747|3781|3782|3816|3818|3819|3909|3920
